geoName,geoCode,Joe Biden
Alabama,US-AL,59
Alaska,US-AK,82
Arizona,US-AZ,62
Arkansas,US-AR,59
California,US-CA,56
Colorado,US-CO,59
Connecticut,US-CT,74
Delaware,US-DE,83
District of Columbia,US-DC,100
Florida,US-FL,66
Georgia,US-GA,63
Hawaii,US-HI,49
Idaho,US-ID,69
Illinois,US-IL,62
Indiana,US-IN,57
Iowa,US-IA,64
Kansas,US-KS,59
Kentucky,US-KY,59
Louisiana,US-LA,57
Maine,US-ME,77
Maryland,US-MD,60
Massachusetts,US-MA,68
Michigan,US-MI,59
Minnesota,US-MN,62
Mississippi,US-MS,53
Missouri,US-MO,61
Montana,US-MT,69
Nebraska,US-NE,73
Nevada,US-NV,56
New Hampshire,US-NH,84
New Jersey,US-NJ,73
New Mexico,US-NM,62
New York,US-NY,65
North Carolina,US-NC,57
North Dakota,US-ND,70
Ohio,US-OH,64
Oklahoma,US-OK,57
Oregon,US-OR,64
Pennsylvania,US-PA,83
Rhode Island,US-RI,72
South Carolina,US-SC,59
South Dakota,US-SD,71
Tennessee,US-TN,56
Texas,US-TX,58
Utah,US-UT,67
Vermont,US-VT,81
Virginia,US-VA,62
Washington,US-WA,53
West Virginia,US-WV,67
Wisconsin,US-WI,64
Wyoming,US-WY,75
